"authorMeta/avatar","authorMeta/digg","authorMeta/fans","authorMeta/following","authorMeta/heart","authorMeta/id","authorMeta/name","authorMeta/nickName","authorMeta/signature","authorMeta/verified","authorMeta/video","commentCount","createTime","diggCount","downloaded","effectStickers/0/ID","effectStickers/0/name","hashtags/0/cover","hashtags/0/id","hashtags/0/name","hashtags/0/title","hashtags/1/cover","hashtags/1/id","hashtags/1/name","hashtags/1/title","hashtags/2/cover","hashtags/2/id","hashtags/2/name","hashtags/2/title","hashtags/3/cover","hashtags/3/id","hashtags/3/name","hashtags/3/title","hashtags/4/cover","hashtags/4/id","hashtags/4/name","hashtags/4/title","hashtags/5/cover","hashtags/5/id","hashtags/5/name","hashtags/5/title","hashtags/6/cover","hashtags/6/id","hashtags/6/name","hashtags/6/title","hashtags/7/cover","hashtags/7/id","hashtags/7/name","hashtags/7/title","hashtags/8/cover","hashtags/8/id","hashtags/8/name","hashtags/8/title","hashtags/9/cover","hashtags/9/id","hashtags/9/name","hashtags/9/title","hashtags/10/cover","hashtags/10/id","hashtags/10/name","hashtags/10/title","hashtags/11/cover","hashtags/11/id","hashtags/11/name","hashtags/11/title","hashtags/12/cover","hashtags/12/id","hashtags/12/name","hashtags/12/title","hashtags/13/cover","hashtags/13/id","hashtags/13/name","hashtags/13/title","hashtags/14/cover","hashtags/14/id","hashtags/14/name","hashtags/14/title","hashtags/15/cover","hashtags/15/id","hashtags/15/name","hashtags/15/title","hashtags/16/cover","hashtags/16/id","hashtags/16/name","hashtags/16/title","hashtags/17/cover","hashtags/17/id","hashtags/17/name","hashtags/17/title","hashtags/18/cover","hashtags/18/id","hashtags/18/name","hashtags/18/title","hashtags/19/cover","hashtags/19/id","hashtags/19/name","hashtags/19/title","hashtags/20/cover","hashtags/20/id","hashtags/20/name","hashtags/20/title","hashtags/21/cover","hashtags/21/id","hashtags/21/name","hashtags/21/title","hashtags/22/cover","hashtags/22/id","hashtags/22/name","hashtags/22/title","hashtags/23/cover","hashtags/23/id","hashtags/23/name","hashtags/23/title","hashtags/24/cover","hashtags/24/id","hashtags/24/name","hashtags/24/title","hashtags/25/cover","hashtags/25/id","hashtags/25/name","hashtags/25/title","hashtags/26/cover","hashtags/26/id","hashtags/26/name","hashtags/26/title","id","mediaUrls/0","mentions/0","musicMeta/musicAlbum","musicMeta/musicAuthor","musicMeta/musicName","musicMeta/musicOriginal","musicMeta/playUrl","playCount","searchHashtag/name","searchHashtag/views","shareCount","text","videoMeta/duration","videoMeta/height","videoMeta/width","webVideoUrl"
"https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/473857b563db1519f5434011fe95ba81~c5_720x720.jpeg?x-expires=1648839600&x-signature=mXxOMFU6EOe%2B9FSnSKwGoocUjew%3D","890","744","62","6226","6814320549432116230","oluchi_oh","oluchi334","Overall health, 
Selfcare, 
Mental, emotional, physical & spiritual wellness.","false","57","26","1647668501","319","false","1122904","Gentle Glow","https://p16-amd-va.tiktokcdn.com/obj/musically-maliva-obj/dff7a84f4a6523e32f92b9a79b1e4d34","30496","duet","Use our Duet feature because two is always better than one.","","13262","us","","","1640031936739330","worldpolitics","","","85133","viralvideo","","","20884","viral","","","1668565400911878","nigeriantiktok🇳🇬","","","1633855099945989","canadatiktok🇨🇦","","","7059063993599524869","russiaandukrainewar","","","40769301","russiaandukraine","","","7039140003759194117","europeanpowergame","","","7039141228209766406","americanpowergame","","","7071865433799786501","westernpowergame","","","7071304829674455046","wakeuppeopleofcolour","","","1698582323094530","wakeupafrica🌍","","","139261","nato","","","749512","worldhistory","","","6243439","palestinian","","","158399","syria","","","144012","lebanon","","","10860","iraq","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7076682314889071878","https://v16m-webapp.tiktokcdn-us.com/4f7da61d4cd6b9f51f620dc66f1fa5ba/62465359/video/tos/useast2a/tos-useast2a-ve-0068c004/80685f18d2024e9fae19cc28d9bfe00b/?a=1988&br=2908&bt=1454&cd=0%7C0%7C1%7C0&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=XY53A3E7nz7Th0~zzDXq&l=202203311920130101131350440AF1AC73&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=M2k3Nzk6ZnFwOzMzNzczM0ApaWhoZjdkO2U1N2c0MzxkNGc1YTBycjRfZ25gLS1kMTZzc2JiLzM1Xi40YDYxNGA0LzY6Yw%3D%3D&vl=&vr=","@mohamedtahon4","","mohamedtahon4","original sound","true","https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7069129869556271877.mp3","1417","russiaandukrainewar","1.2M","31","#duet with @mohamedtahon4 This is the world we live in. They want us to care about what they care about for their own selfish reasons. And brainwash us to overlook their own atrocities against humanity. #US #worldpolitics #viralvideo #viral #nigeriantiktok🇳🇬 #canadatiktok🇨🇦 #russiaandukrainewar #russiaandukraine #europeanpowergame #americanpowergame #westernpowergame #wakeuppeopleofcolour #wakeupafrica🌍 #nato #worldhistory #palestinian #syria #lebanon #iraq","12","1024","576","https://www.tiktok.com/@oluchi_oh/video/7076682314889071878"
"https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/caaa037af468ed592f9e451e94a0df36~c5_720x720.jpeg?x-expires=1648839600&x-signature=REAZIHZ9Ks%2FD170JsY9Kg0xtqTE%3D","7175","31100","273","865300","6720878369985414150","nothorrific","THANK YOU SM FOR 30K+ ❤️❤️❤️","roblox is toxic asf","false","232","92","1645851390","301","false",,,"","1635116739672070","nothorrific","","","229207","fyp","","","14927","russia","Для большего шанса попасть в #Отобранное и найти мьюзеров из Вашей страны, ставьте под своими видео #Russia, не забывайте!!","","2085220","ww3","","","7059063993599524869","russiaandukrainewar","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7068877882742852869","https://v16m-webapp.tiktokcdn-us.com/dac7baa7d7d0ff17ed7de518bbe4ab16/62465353/video/tos/useast2a/tos-useast2a-ve-0068c004/d0a9614b277249568b7062daa11bf88a/?a=1988&br=2134&bt=1067&cd=0%7C0%7C1%7C0&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=XY53A3E7nz7Th0~zzDXq&l=202203311920130101131350440AF1AC73&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=M3FsbWY6ZnB1OzMzNzczM0ApN2Q5Z2Y1NzxnNztoN2k4OGdyYDBwcjRnMWBgLS1kMTZzc19hLTBjMTReXzMtL2JhXzQ6Yw%3D%3D&vl=&vr=",,"","🤍","original sound","true","https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7056823916417075973.mp3","5573","russiaandukrainewar","1.2M","1","nah but fr i feel hella bad for ukraine 🇺🇦❤️❤️❤️ ##nothorrific #fyp #russia #ww3 #russiaandukrainewar","7","1250","576","https://www.tiktok.com/@nothorrific/video/7068877882742852869"
"https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/fb1f7d2095c04061e7cee0703cb59c89~c5_720x720.jpeg?x-expires=1648839600&x-signature=4rm%2F%2B28ak%2B6lMp0lajD2qKAvV0s%3D","18100","52100","2627","477000","6923251813068571654","godslatte","⌗ jesus ⤛ ·˚","⚘ • welcome !
 𝘀𝗵𝗲/𝗵𝗲𝗿
⌗𝐣𝐞𝐬𝐮𝐬 feed!
𝗜𝘀𝗮𝗶𝗮𝗵 𝟰𝟭:𝟭𝟯 ☻︎","false","290","35","1645741333","295","false",,,"","229207","fyp","","","451042","ukraine","","","66653250","helpukraine","","","15866","jesus","","","6399","god","","","1649557985627141","ukrainewar","","","424667","godhelp","","","2041062","stopthewar","","","229207","fyp","","","42164","foryou","","","2860604","spreadawareness","","","88764338","foryoupage","","","20884","viral","","","1592528792523778","viraltiktok","","","151602","goviral","","","1616966643636229","fypp","","","1637342470396934","fypシ","","","153828","fy","","","1604302285252613","fypage","","","1664119477821441","fypシ゚viral","","","7059063993599524869","russiaandukrainewar","","","42164","foryou","","","9767","help","","","1713","war","","","94373","turntogod","","","5028162","turntojesus","","","38130042","stoprussia","","7068405199785692422","https://v16m-webapp.tiktokcdn-us.com/36477b8e00c728823507b32e03a65bab/6246535d/video/tos/useast2a/tos-useast2a-ve-0068c002/8370921b432c4af291aa95f156397a53/?a=1988&br=848&bt=424&cd=0%7C0%7C1%7C0&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=XY53A3E7nz7Th0~zzDXq&l=202203311920130101131350440AF1AC73&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=MzM7Zjs6ZmozOzMzNzczM0ApMzM6NTVmZzw1NzZkaTg4Z2dfZmE2cjRfLmBgLS1kMTZzczJjYi1iLWItLi0uMTMtMzQ6Yw%3D%3D&vl=&vr=",,"","⌗ jesus ⤛ ·˚","original sound","true","https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7068405176658365189.mp3","2444","russiaandukrainewar","1.2M","7","God help Ukraine I’m begging you !!!! 🇺🇦 #fyp#ukraine#helpukraine#jesus#god#ukrainewar#godhelp#stopthewar#fyp#foryou#spreadawareness#foryoupage#viral#viraltiktok#goviral#fypp#fypシ#fy#fypage#fypシ゚viral#russiaandukrainewar#foryou#help#war#turntogod#turntojesus#stoprussia","16","1024","576","https://www.tiktok.com/@godslatte/video/7068405199785692422"
"https://p16-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/a79ba7255e3317d791186b3a0bfc924d~c5_720x720.jpeg?x-expires=1648839600&x-signature=1wIQSgJJoWeLO%2BN0IkyLhchIzVE%3D","24600","3856","3785","32500","6982050927641756678","bobthebuilderemployee","Simp for Duolingo Owl","if you look like the Duolingo owl hmu","false","192","34","1646274330","453","false","263840","Green Screen","https://p16-amd-va.tiktokcdn.com/obj/musically-maliva-obj/e69896f9fc0e263ce07146644fdb1ae4","801886","greenscreen","Try out the #GreenScreen Creative Effect! Check out the latest trends using #greenscreen for some inspiration. Just pick an image from your camera roll, stand in front of a plain background, and make the next TikTok masterpiece.","","7068535152829759489","russianandukraine","","","7039123912994586626","istandwithukraine","","","7059063993599524869","russiaandukrainewar","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7070694407829228846","https://v16m-webapp.tiktokcdn-us.com/03170c6c29a69e165ec25dbd58098f59/6246535a/video/tos/useast5/tos-useast5-ve-0068c001-tx/4189bc0637a94c5197ef162e5499e2be/?a=1988&br=478&bt=239&cd=0%7C0%7C1%7C0&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=XY53A3E7nz7Th0~zzDXq&l=202203311920130101131350440AF1AC73&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=ajdkdDc6ZnA1OzMzZzczNEApOjQ6OjY6aWQ0N2c7NjU4ZWdlLmItcjRnXmRgLS1kMS9zc18xXzAvNWBfYy8xNGMwYTQ6Yw%3D%3D&vl=&vr=",,"","based.chaldean","original sound","true","https://sf16.tiktokcdn-us.com/obj/ies-music-tx/7068956952583244590.mp3","2702","russiaandukrainewar","1.2M","1","#greenscreen #russianandukraine #istandwithukraine #russiaandukrainewar","13","1024","576","https://www.tiktok.com/@bobthebuilderemployee/video/7070694407829228846"
"https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/95db8791e6b3490a0f1d6ee9c316c965~c5_720x720.jpeg?x-expires=1648839600&x-signature=PhlRauKKkX284jvsox9hcv5fkrc%3D","1053","268","92","3345","6961157826597602306","mhinemho2","lhovesmho111","pangit sa personal 😪
01.03.22 😩","false","287","0","1646104801","223","false",,,"","7059063993599524869","russiaandukrainewar","","","1701269291952133","ukraineandrussiawar","","","76528410","saynotowar","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7069966281637760283","https://v16m-webapp.tiktokcdn-us.com/8f24a031847a12351fdd96036f47d128/62465389/video/tos/useast2a/tos-useast2a-pve-0037-aiso/0830433cafc0412b8eaa711a884d30a4/?a=1988&br=948&bt=474&cd=0%7C0%7C1%7C0&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=XY53A3E7nz7Th0~zzDXq&l=202203311920130101131350440AF1AC73&lr=tiktok&mime_type=video_mp4&net=0&pl=0&qs=0&rc=M3BnOjM6Zm1yOzMzZjgzM0ApNmloOzxpNGVoN2Y7PGk7ZGduamItcjRfcWJgLS1kL2NzczZgLmFeYC0zNS9jYl8wMl46Yw%3D%3D&vl=&vr=","@lhovesmho111","I Choose - From The Netflix Original Film The Willoughbys","Alessia Cara","I Choose - From The Netflix Original Film ""The Willoughbys""","false","https://sf16-ies-music-sg.tiktokcdn.com/obj/tos-alisg-ve-2774/b8e613bdbdcf408fbd3c649fcfd58f43","1132","russiaandukrainewar","1.2M","0","#russiaandukrainewar #ukraineandrussiawar #saynotowar @lhovesmho111","60","1024","576","https://www.tiktok.com/@mhinemho2/video/7069966281637760283"
"https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/33f030ed9aa125e4d525eefa62ff9cb9~c5_720x720.jpeg?x-expires=1648839600&x-signature=mil3cjBOjWRePhbfoLJ9CzQbcDQ%3D","9415","4869","268","38900","7054111468304778266","myminddisdazed","Rocsan/GabSan","Fan account","false","74","0","1645857051","177","false",,,"","1637342470396934","fypシ","","","229207","fyp","","","88764338","foryoupage","","","7059063993599524869","russiaandukrainewar","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7068902204031208731","https://v16m-webapp.tiktokcdn-us.com/2365f6dedf9f6ff84daddd1e46800787/6246535c/video/tos/useast2a/tos-useast2a-pve-0037-aiso/4c70163f0ad3461ba3aa0a2e11e975b9/?a=1988&br=948&bt=474&cd=0%7C0%7C1%7C0&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=XY53A3E7nz7Th0~zzDXq&l=202203311920130101131350440AF1AC73&lr=tiktok&mime_type=video_mp4&net=0&pl=0&qs=0&rc=anN1Z2Y6Zjh2OzMzZjgzM0ApZjo8PDc5aWQ0N2Y2PGY6Z2dfMjRwcjQwZmBgLS1kL2Nzcy8wMS0tMGBiYS9fNV4yNjY6Yw%3D%3D&vl=&vr=",,"","Rocsan/GabSan","original sound - Encantadia_GabSan","true","https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7068902204815526682.mp3","1496","russiaandukrainewar","1.2M","1","PRAY FOR UKRAINE 😭😭 #fypシ #fyp #foryoupage #russiaandukrainewar","15","1024","576","https://www.tiktok.com/@myminddisdazed/video/7068902204031208731"
"https://p16-sign-sg.tiktokcdn.com/aweme/720x720/tos-alisg-avt-0068/3e02328bd46051f35634e171569bb29c.jpeg?x-expires=1648839600&x-signature=zyKM3cplkHDLuE8GCiiAB0Gpu4o%3D","3606","176000","547","5300000","6962582412459557889","icarlyonparamount","iCarly","Unofficial Account
send a book from this Amazon Wishlist for a Follow 👇","false","544","5","1646037487","161","false",,,"","72058718","saveukraine","","","1627011530522630","sindhyar","","","451042","ukraine","","","25124607","ukraineandrussia","","","1616766744534021","russiawar","","","1649557985627141","ukrainewar","","","1701269291952133","ukraineandrussiawar","","","7059063993599524869","russiaandukrainewar","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7069677080593566978","https://v16m-webapp.tiktokcdn-us.com/25faa9fdf21896fccad7ef884feba89a/62465374/video/tos/alisg/tos-alisg-pve-0037c001/0141723410b348da9e2c357ace3107a9/?a=1988&br=1098&bt=549&cd=0%7C0%7C0%7C0&ch=0&cr=0&cs=0&dr=0&ds=2&er=&ft=XY53A3E7nz7Th6~zzDXq&l=202203311920250101130062261DEAAF8A&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=ampwbDg6ZnU7OzMzODczNEApZDhoaTc0NDw2Nzk5OGRoZ2dnX29ucjQwZmJgLS1kMS1zc19eLTVgYzQwYS9iYDFhXmE6Yw%3D%3D&vl=&vr=","@saveukrainemovement","Epic Inspirational Music","AShamaluevMusic","Epic Emotional","false","https://sf16-ies-music-sg.tiktokcdn.com/obj/tos-alisg-ve-2774/e1c5448fc6d944a5a142f399ebdf3d96","2594","russiaandukrainewar","1.2M","0","Follow @saveukrainemovement to join the movement 🇺🇦 #saveukraine #sindhyar #ukraine #ukraineandrussia #russiawar #ukrainewar #ukraineandrussiawar #russiaandukrainewar","27","794","450","https://www.tiktok.com/@icarlyonparamount/video/7069677080593566978"
"https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/95db8791e6b3490a0f1d6ee9c316c965~c5_720x720.jpeg?x-expires=1648839600&x-signature=PhlRauKKkX284jvsox9hcv5fkrc%3D","1053","268","92","3345","6961157826597602306","mhinemho2","lhovesmho111","pangit sa personal 😪
01.03.22 😩","false","287","0","1646471688","143","false",,,"","66519321","ukrainevsrussia","","","76528410","saynotowar","","","7059063993599524869","russiaandukrainewar","","","1701269291952133","ukraineandrussiawar","","","451042","ukraine","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7071542050721647899","https://v16m-webapp.tiktokcdn-us.com/ef682b5cd94ffdb462b0fd2a52bced81/62465377/video/tos/useast2a/tos-useast2a-pve-0037-aiso/d3a21eb6e0894a229d876f6ac1a2d07b/?a=1988&br=1248&bt=624&cd=0%7C0%7C1%7C0&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=XY53A3E7nz7Th6~zzDXq&l=202203311920250101130062261DEAAF8A&lr=tiktok&mime_type=video_mp4&net=0&pl=0&qs=0&rc=Mzs7cjw6ZjdsOzMzZjgzM0ApNGdnZmY7ZzxpNzlkaGZkOmc0Lm1xcjQwZWVgLS1kL2NzczFgLy0yMi8vNWAvNGAvNmE6Yw%3D%3D&vl=&vr=",,"I Choose - From The Netflix Original Film The Willoughbys","Alessia Cara","I Choose - From The Netflix Original Film ""The Willoughbys""","false","https://sf16-ies-music-sg.tiktokcdn.com/obj/tos-alisg-ve-2774/b8e613bdbdcf408fbd3c649fcfd58f43","827","russiaandukrainewar","1.2M","0","#ukrainevsrussia #saynotowar #russiaandukrainewar #ukraineandrussiawar #ukraine","30","1024","576","https://www.tiktok.com/@mhinemho2/video/7071542050721647899"
"https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/95db8791e6b3490a0f1d6ee9c316c965~c5_720x720.jpeg?x-expires=1648839600&x-signature=PhlRauKKkX284jvsox9hcv5fkrc%3D","1053","268","92","3345","6961157826597602306","mhinemho2","lhovesmho111","pangit sa personal 😪
01.03.22 😩","false","287","2","1646961119","133","false",,,"","76528410","saynotowar","","","66519321","ukrainevsrussia","","","1701269291952133","ukraineandrussiawar","","","42069019","missukraine","","","7059063993599524869","russiaandukrainewar","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7073644121574919450","https://v16m-webapp.tiktokcdn-us.com/c0abc52b7edd1df7bae75e93e991c6db/62465385/video/tos/useast2a/tos-useast2a-pve-0037-aiso/d10dd9c16d6a4aef923f8af35d23c411/?a=1988&br=996&bt=498&cd=0%7C0%7C1%7C0&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=XY53A3E7nz7Th6~zzDXq&l=202203311920250101130062261DEAAF8A&lr=tiktok&mime_type=video_mp4&net=0&pl=0&qs=0&rc=M2k7M2U6ZmU8OzMzZjgzM0ApZDw8Omk0MztkNzlmNTw8O2drX2tkcjRnc2lgLS1kL2Nzcy00YC9gXmBgMGAuLWAvYmI6Yw%3D%3D&vl=&vr=",,"I Choose - From The Netflix Original Film The Willoughbys","Alessia Cara","I Choose - From The Netflix Original Film ""The Willoughbys""","false","https://sf16-ies-music-sg.tiktokcdn.com/obj/tos-alisg-ve-2774/b8e613bdbdcf408fbd3c649fcfd58f43","810","russiaandukrainewar","1.2M","0","#saynotowar #ukrainevsrussia #ukraineandrussiawar #missukraine #russiaandukrainewar","44","1024","576","https://www.tiktok.com/@mhinemho2/video/7073644121574919450"
"https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/83a06c6d2e97f049e7d8ba7ae04982aa~c5_720x720.jpeg?x-expires=1648839600&x-signature=B3nKVlzJjGILm%2BTUrJmvNSlmF4o%3D","4025","5926","75","300200","6972374909297837058","samovarr_","Maxine <33 | She/her :D","Hey🤩🤩","false","271","20","1645790493","130","false",,,"","451042","ukraine","","","14927","russia","Для большего шанса попасть в #Отобранное и найти мьюзеров из Вашей страны, ставьте под своими видео #Russia, не забывайте!!","","312522","awareness","","","80013775","russiavsukraine","","","2085220","ww3","","","1713","war","","","7059063993599524869","russiaandukrainewar","","","9843","usa","","","139261","nato","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7068616341099449627","https://v16m-webapp.tiktokcdn-us.com/c9bc3374dc8720a3c88051127aa2588a/62465368/video/tos/useast2a/tos-useast2a-pve-0037-aiso/f2e2a44594c44251ab0aaab0f057db25/?a=1988&br=3920&bt=1960&cd=0%7C0%7C1%7C0&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=XY53A3E7nz7Th6~zzDXq&l=202203311920250101130062261DEAAF8A&lr=tiktok&mime_type=video_mp4&net=0&pl=0&qs=0&rc=anVsPGc6ZjhmOzMzZjgzM0ApPDhnOjUzZjtlNzs3aGdlO2dfbi9ycjQwXmBgLS1kL2NzczVgMTVfNTZeXzY0YWNgNmM6Yw%3D%3D&vl=&vr=",,"Je te laisserai des mots","Patrick Watson","Je te laisserai des mots","false","https://sf16-ies-music-sg.tiktokcdn.com/obj/tos-alisg-ve-2774/431b4f5d75f3424994edb62f5344105b","1194","russiaandukrainewar","1.2M","0","Please be aware. | #ukraine #russia #awareness #russiavsukraine #ww3 #war #russiaandukrainewar #usa #NATO","15","960","540","https://www.tiktok.com/@samovarr_/video/7068616341099449627"
