"conversation_id","created_at","favorite_count","full_text","hashtags/0","hashtags/1","hashtags/2","hashtags/3","hashtags/4","hashtags/5","hashtags/6","hashtags/7","hashtags/8","hashtags/9","hashtags/10","hashtags/11","id","reply_count","retweet_count","url","urls/0/display_url","urls/0/expanded_url","urls/0/url","user_mentions/0/id_str","user_mentions/0/name","user_mentions/0/screen_name","user_mentions/1/id_str","user_mentions/1/name","user_mentions/1/screen_name","user_mentions/2/id_str","user_mentions/2/name","user_mentions/2/screen_name","user_mentions/3/id_str","user_mentions/3/name","user_mentions/3/screen_name","user_mentions/4/id_str","user_mentions/4/name","user_mentions/4/screen_name","user_mentions/5/id_str","user_mentions/5/name","user_mentions/5/screen_name","user_mentions/6/id_str","user_mentions/6/name","user_mentions/6/screen_name","user_mentions/7/id_str","user_mentions/7/name","user_mentions/7/screen_name","user_mentions/8/id_str","user_mentions/8/name","user_mentions/8/screen_name","user_mentions/9/id_str","user_mentions/9/name","user_mentions/9/screen_name","user_mentions/10/id_str","user_mentions/10/name","user_mentions/10/screen_name","user_mentions/11/id_str","user_mentions/11/name","user_mentions/11/screen_name","user_mentions/12/id_str","user_mentions/12/name","user_mentions/12/screen_name","user_mentions/13/id_str","user_mentions/13/name","user_mentions/13/screen_name","user_mentions/14/id_str","user_mentions/14/name","user_mentions/14/screen_name"
"1509278624549150728","2022-03-30T21:17:19.000Z","0","من مشاركة القوّات الشيشانية في معارك لوغانسك.

#Russia • #روسيا
#Ukraine • #أوكرانيا https://t.co/WVYOhdnhTe","Russia","روسيا","Ukraine","أوكرانيا",,,,,,,,,"1509278624549150728","0","1","https://twitter.com/Ali_Bk_Hanas/status/1509278624549150728",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1509278705402761220","2022-03-30T21:17:39.000Z","0","Why has Sky 'News' suddenly escalated its propaganda fairy tales?

#Russia and #Ukraine are close to reaching a peace deal and the Western psychopaths want the war to continue until they have fought until the last Ukrainian.","Russia","Ukraine",,,,,,,,,,,"1509278705402761220","0","0","https://twitter.com/OdinistOrder/status/1509278705402761220",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1509278298345455623","2022-03-30T21:17:03.000Z","2","@Forbes Next autumn #China will pay 600$ per 1000 m3 of gas due to larger imports from #Russia while the #EU will pay 2.500$ averagely, to say the least, due to drastic reduction of imports from Russia.
Europe rushing towards the abyss to please Washington, the epitome of sadism lol.","China","Russia","EU",,,,,,,,,,"1509278556307738630","1","0","https://twitter.com/iamcasanovax/status/1509278556307738630",,,,"91478624","Forbes","Forbes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1509225093674663936","2022-03-30T21:16:58.000Z","0","@GerberKawasaki China’s screwed because of t an ageing population.  US is to a lesser extent due to immigration.  Bottom line is get ready for higher inflation in the coming decade due to labor shortages in China #inflation #china #us #russia","inflation","china","us","russia",,,,,,,,,"1509278536611381257","0","0","https://twitter.com/StockJock777/status/1509278536611381257",,,,"349249475","Ross Gerber","GerberKawasaki",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1509264880938930185","2022-03-30T20:22:43.000Z","214","💬 Russian MFA Spokesperson Maria #Zakharova gives an update on the current situation in Ukraine (excerpt from weekly briefing of 29.03.22)

Read in detail: https://t.co/PsRZXtAFej https://t.co/EMoDrS4igC","Zakharova",,,,,,,,,,,,"1509264880938930185","249","66","https://twitter.com/mfa_russia/status/1509264880938930185","is.gd/UF0Jzg","https://is.gd/UF0Jzg","https://t.co/PsRZXtAFej",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1509126721659932676","2022-03-30T21:16:52.000Z","0","@lynnekodonnell A laugh in the face of #US &amp; #NATO = After 🇦🇫#AFG now #Ukraine is also almost done. 
The only difference is that #Pakistan got away with the destruction of AFG Democratic gov, while #Russia pays heavey price 4 its destructions in #Ukraine. #NotFair 
@EUinAfghanistan","US","NATO","AFG","Ukraine","Pakistan","Russia","Ukraine","NotFair",,,,,"1509278510992535554","0","0","https://twitter.com/Sheikhibrahima8/status/1509278510992535554",,,,"278532322","Lynne O'Donnell","lynnekodonnell","795483650","EUinAfghanistan","EUinAfghanistan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1509278722750398471","2022-03-30T21:17:43.000Z","0","🇦🇿🇦🇲 La missió de manteniment de la #pau de #Rússia a #Artsakh hauria pres el control de #Parukh després que l'#Azerbaidjan ataqués el poble la setmana passada.
Les autoritats #armènies diuen que les forces #àzeris mantenen posicions fortificades en els turons de #Karaglukh. https://t.co/LeX71HTXJ0","pau","Rússia","Artsakh","Parukh","Azerbaidjan","armènies","àzeris","Karaglukh",,,,,"1509278722750398471","0","0","https://twitter.com/ElGeopolitic/status/1509278722750398471",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1509278542852288512","2022-03-30T21:17:00.000Z","0","Brazil reaps trade benefits from Ukraine-Russia war 

#politics #brazil #ukraine #russia #BrazilianPolitics #economy #UkraineCrisis #UkraineRussianWar 
https://t.co/BpdUCmiHm2 via @euromoney","politics","brazil","ukraine","russia","BrazilianPolitics","economy","UkraineCrisis","UkraineRussianWar",,,,,"1509278542852288512","0","0","https://twitter.com/AllBrPolitics/status/1509278542852288512","euromoney.com/article/29wh3q…","https://www.euromoney.com/article/29wh3qr1y0uxvzlh6efi8/opinion/trade-brazil-is-having-a-good-war","https://t.co/BpdUCmiHm2","21391703","euromoney.com","euromoney",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1509278554739318790","2022-03-30T21:17:03.000Z","3","Oil Up 3% on Wednesday Based on Talk of New #Russia Sanctions https://t.co/136XLrs3UN","Russia",,,,,,,,,,,,"1509278554739318790","0","0","https://twitter.com/SputnikInt/status/1509278554739318790","dlvr.it/SMgVCq","http://dlvr.it/SMgVCq","https://t.co/136XLrs3UN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1509278576365170689","2022-03-30T21:17:08.000Z","0","#Tactical AF launch crew #Russia https://t.co/Ssvw3WlaRa","Tactical","Russia",,,,,,,,,,,"1509278576365170689","0","0","https://twitter.com/digitalfolklore/status/1509278576365170689",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1509278524963794962","2022-03-30T21:16:56.000Z","0","🇷🇺 #Russia : Tady jedna přestřelka mezi ruskými vojáky a ukrajinským semaforem.

#Ukraine https://t.co/zRxhN0GNtq","Russia","Ukraine",,,,,,,,,,,"1509278524963794962","0","0","https://twitter.com/ProObjektiv/status/1509278524963794962",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1509278583046512643","2022-03-30T21:17:09.000Z","0","What began as a joke among friends quickly became something that could work, one of Grustnogram's creators Ivan Semkin told Reuters on Wednesday.

#Russia | #Instagram 

https://t.co/Iy0OjrrK5P","Russia","Instagram",,,,,,,,,,,"1509278583046512643","0","0","https://twitter.com/Jerusalem_Post/status/1509278583046512643","jpost.com/international/…","https://www.jpost.com/international/article-702734","https://t.co/Iy0OjrrK5P",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1509278457649405953","2022-03-30T21:16:39.000Z","0","Omg the lies - #Russia stop lying to your people &amp; let them see/hear/know what the rest of the world does. #PutinsWar is an abhorrent unjustified pathetic excuse to invade the perfectly independent nation of #Ukraine - Russian propoganda spinning it's wheels trying to hide truth!","Russia","PutinsWar","Ukraine",,,,,,,,,,"1509278457649405953","0","0","https://twitter.com/TN_Deb71/status/1509278457649405953",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1509278413793681409","2022-03-30T21:16:29.000Z","0","❗️La russophobie est en hausse dans le monde entier. Les entreprises privées ne font pas exception dans ce cas.

Plus d'info -&gt; https://t.co/lsjvlx8yKu

#Ukraine #Russia #France https://t.co/fda6XrE697","Ukraine","Russia","France",,,,,,,,,,"1509278413793681409","0","0","https://twitter.com/CapitaleFr/status/1509278413793681409","t.me/capitalefr/1889","https://t.me/capitalefr/1889","https://t.co/lsjvlx8yKu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1509278719050932235","2022-03-30T21:17:42.000Z","1","🇧🇬 Bulgaristan'da, Rus doğalgazını ruble olarak ödemeyeceğini açıkladı.

#Russia ya doğalgazı Euro olarak satacak yada tek satış kalemi olan Doğalgazıyla başbaşa kalacak!!!

#Bulgaria #Ruble","Russia","Bulgaria","Ruble",,,,,,,,,,"1509278719050932235","0","0","https://twitter.com/osarikaya01/status/1509278719050932235",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
