"authorMeta/avatar","authorMeta/digg","authorMeta/fans","authorMeta/following","authorMeta/heart","authorMeta/id","authorMeta/name","authorMeta/nickName","authorMeta/signature","authorMeta/verified","authorMeta/video","commentCount","createTime","diggCount","downloaded","effectStickers/0/ID","effectStickers/0/name","hashtags/0/cover","hashtags/0/id","hashtags/0/name","hashtags/0/title","hashtags/1/cover","hashtags/1/id","hashtags/1/name","hashtags/1/title","hashtags/2/cover","hashtags/2/id","hashtags/2/name","hashtags/2/title","hashtags/3/cover","hashtags/3/id","hashtags/3/name","hashtags/3/title","hashtags/4/cover","hashtags/4/id","hashtags/4/name","hashtags/4/title","hashtags/5/cover","hashtags/5/id","hashtags/5/name","hashtags/5/title","hashtags/6/cover","hashtags/6/id","hashtags/6/name","hashtags/6/title","hashtags/7/cover","hashtags/7/id","hashtags/7/name","hashtags/7/title","hashtags/8/cover","hashtags/8/id","hashtags/8/name","hashtags/8/title","hashtags/9/cover","hashtags/9/id","hashtags/9/name","hashtags/9/title","hashtags/10/cover","hashtags/10/id","hashtags/10/name","hashtags/10/title","hashtags/11/cover","hashtags/11/id","hashtags/11/name","hashtags/11/title","hashtags/12/cover","hashtags/12/id","hashtags/12/name","hashtags/12/title","id","mediaUrls/0","musicMeta/musicAlbum","musicMeta/musicAuthor","musicMeta/musicName","musicMeta/musicOriginal","musicMeta/playUrl","playCount","searchHashtag/name","searchHashtag/views","shareCount","text","videoMeta/duration","videoMeta/height","videoMeta/width","webVideoUrl"
"https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/0cd8f2332223b58d7c00ac459da9142b~c5_720x720.jpeg?x-expires=1648839600&x-signature=fM6fQdutDrPZvpSIh9MGu%2Fr2mOo%3D","1194","70200","32","2000000","6837820440397087749","hrs7hd","The 🐐","100k??","false","210","39900","1645722519","605100","false",,,"","14927","russia","Для большего шанса попасть в #Отобранное и найти мьюзеров из Вашей страны, ставьте под своими видео #Russia, не забывайте!!","","451042","ukraine","","","80013775","russiavsukraine","","","868067","putin","","","1681349784379394","zelenskyy","","","2085220","ww3","","","7054635166500651013","hrs7hd","",,,,,,,,,,,,,,,,,,,,,,,,,"7068324392979156229","https://v16m-webapp.tiktokcdn-us.com/aca554fb49c1a07aa6d5604eae68106f/62465183/video/tos/useast2a/tos-useast2a-ve-0068c004/98e045985ad64bc0887116afc79b546b/?a=1988&br=1336&bt=668&cd=0%7C0%7C1%7C0&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=XY53A3E7nz7Th_LzzDXq&l=20220331191220010113006244051122D2&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=ajtzMzM6ZmV1OzMzNzczM0ApZTc8NGQ4ODs4NzdoOzc8Z2czbm41cjRnaF9gLS1kMTZzczBgNTE1Ll8zMTIzYDI0NjU6Yw%3D%3D&vl=&vr=","Shake","Ishowsped","Shake","false","","5400000","RussiavsUkraine","723.7M","38700","This is happening way too quick😯 #russia #ukraine #russiavsukraine #putin #zelenskyy #ww3 #hrs7hd","14","1024","576","https://www.tiktok.com/@hrs7hd/video/7068324392979156229"
"https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/0faf4ea77fa0e18ef57d14b72ac32637~c5_720x720.jpeg?x-expires=1648839600&x-signature=GWxryuY3WZKEiMKeDAcIjzhKmPE%3D","202600","97700","7333","4200000","6756380417618215942","emmaxoxo768","Emma","🇨🇦 🌈
Mental health advocate 
ADHD
Nursing STUDENT 🩺","false","5787","3292","1645683620","571200","false","459561","Green Screen Video","","20884","viral","","","80013775","russiavsukraine","","","2085220","ww3","","","7055792368489857070","ukraineinvasion","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7068157311046388997","https://v16m-webapp.tiktokcdn-us.com/064201db7baa82981aef8463d9161f04/6246517e/video/tos/useast2a/tos-useast2a-pve-0068/765246cae9bf426f94f10ebe1e6ad8aa/?a=1988&br=1620&bt=810&cd=0%7C0%7C1%7C0&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=XY53A3E7nz7Th_LzzDXq&l=20220331191220010113006244051122D2&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=M3dzOTk6ZjtsOzMzNzczM0ApZ2Q3Njw8NmUzN2dnNDdkN2cvbC1mcjRfNF9gLS1kMTZzc142NDQwYTUvYS5fMF4yYjI6Yw%3D%3D&vl=&vr=","","xxtristanxo","eventually slowed","true","https://sf19.tiktokcdn-us.com/obj/ies-music-tx/7057695210943367983.mp3","3100000","RussiavsUkraine","723.7M","5206","Video from a family in Ukraine 🥺 #viral #russiavsukraine #ww3 #ukraineinvasion","9","1024","576","https://www.tiktok.com/@emmaxoxo768/video/7068157311046388997"
"https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/00872fc7755654deaaaa081da8fa5b9f~c5_720x720.jpeg?x-expires=1648839600&x-signature=xM6zh0T%2BFJqr3pfxEMYHlC3%2BFJ4%3D","5994","46700","749","1300000","7055566111823840257","nang_c.16","ช่องประวัติศาสตร์ศึกษา💂💂","i am Muslim Thailand 🇹🇭🤝🇵🇸
เด็กโก ลก นราธิวาส 💂เหล่าราบ💂
☪️☪️☪️","false","55","10500","1644369076","547300","false",,,"","1603696052953089","สวนสนาม","","","1591374890687490","รัสเซีย","","","1601782337255426","ยูเครน","","","1604619364618241","สนับสนุน","","","14927","russia","Для большего шанса попасть в #Отобранное и найти мьюзеров из Вашей страны, ставьте под своими видео #Russia, не забывайте!!","","451042","ukraine","","","7221","military","","","80013775","russiavsukraine","","","1692318430173185","🇷🇺vs🇺🇦","",,,,,,,,,,,,,,,,,"7062511397413883162","https://v16m-webapp.tiktokcdn-us.com/fb0f802ef3626473d4b687fc620bd80b/624651a6/video/tos/useast2a/tos-useast2a-pve-0037-aiso/efa41460e3f64f74897eca1cc2c0a414/?a=1988&br=2290&bt=1145&cd=0%7C0%7C1%7C0&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=XY53A3E7nz7Th_LzzDXq&l=20220331191220010113006244051122D2&lr=tiktok&mime_type=video_mp4&net=0&pl=0&qs=0&rc=M3NodGU6ZnlrOzMzZjgzM0ApOGVlZjZpZTtpNzZoPDVpNGcwcl5ncjRnNS5gLS1kL2NzczIvMzU1X140YTIzYGNjLzA6Yw%3D%3D&vl=&vr=","","ช่องประวัติศาสตร์ศึกษา💂💂","เสียงต้นฉบับ - ประวัติศาสตร์น่าเรียนรู้","true","https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7062511383987964699.mp3","8800000","RussiavsUkraine","723.7M","14300","#สวนสนาม #รัสเซีย #ยูเครน #สนับสนุน #russia #ukraine #military #russiavsukraine #🇷🇺vs🇺🇦","49","1024","576","https://www.tiktok.com/@nang_c.16/video/7062511397413883162"
"https://p77-sign-va.tiktokcdn.com/tos-maliva-avt-0068/258ca9ac4aa25d02ffd7e3465156ebea~c5_720x720.jpeg?x-expires=1648839600&x-signature=13sHlilLiMStVzEpI7EVztIz5oA%3D","155","62600","30","1500000","7067632099491169285","basedneocon","Giga Chad","King of controversy","false","27","11600","1645567878","526800","false",,,"","451042","ukraine","","","14927","russia","Для большего шанса попасть в #Отобранное и найти мьюзеров из Вашей страны, ставьте под своими видео #Russia, не забывайте!!","","66519321","ukrainevsrussia","","","7221","military","","","16666358","borisjohnson","","","1646561606329350","militaryedit","","","5277","cold","","","1663935709411330","capcut","CapCut is a new, easy-to-use video editing tool designed for mobile platforms. CapCut provides users with a wide range of video editing functions, filters, audio &amp; visual effects, video templates, while keeping it free of charge and ads-free. Everyone can be a creator by using CapCut.  

Start creating your cool videos today: 
https://capcut.onelink.me/XKqI/228cad85","","1642862427932678","ukmilitary","","","30218910","britisharmy","","","229207","fyp","","","80013775","russiavsukraine","",,,,,"7067660214568357125","https://v16m-webapp.tiktokcdn-us.com/290b4bcfebc835b190faff5eb3ae3fde/6246518e/video/tos/useast2a/tos-useast2a-pve-0068/e8bad8ffd75c4bd2aa101a29a8aad392/?a=1988&br=3932&bt=1966&cd=0%7C0%7C1%7C0&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=XY53A3E7nz7Th_LzzDXq&l=20220331191220010113006244051122D2&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=ajlnODY6ZnVvOzMzNzczM0ApaDs1ZWQ4NzwzN2U0N2U0NmdqLWJtcjRvcV5gLS1kMTZzcy4zYDQ0MzUwMDQ1MzAwYy06Yw%3D%3D&vl=&vr=","","Giga Chad","original sound","true","https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7067660209699195654.mp3","4000000","RussiavsUkraine","723.7M","13500","First vid, based?#ukraine #russia #ukrainevsrussia #military #borisjohnson #militaryedit #cold #capcut #ukmilitary #britisharmy #fyp  #russiavsukraine","25","1024","576","https://www.tiktok.com/@basedneocon/video/7067660214568357125"
"https://p16-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/53a32be6f90ed2fdd1c605819936e1ed~c5_720x720.jpeg?x-expires=1648839600&x-signature=Orp%2FyBM7GeEERuxchi0rChGfjpw%3D","13600","126700","215","5100000","6714051748681581573","tommynfg","TommyJoestar","Subscribe to my YT Channel ^
Goal 100k on TikTok
IG: tommynfg
🇪🇹","false","220","6103","1646253406","521200","false",,,"","1638800387900421","genzhumor","","","40736702","genz","","","80013775","russiavsukraine","","","71281802","bruhmeme","","","1628880181275654","wardraft","","","1653952196909062","tommynfg","","","1664119477821441","fypシ゚viral","",,,,,,,,,,,,,,,,,,,,,,,,,"7070604536318135594","https://v16m-webapp.tiktokcdn-us.com/1d593ecdbac4407210136ef06e619785/624651c1/video/tos/useast5/tos-useast5-pve-0068-tx/6550b2e097394a8cb96061ac9c2888b5/?a=1988&br=1928&bt=964&cd=0%7C0%7C1%7C0&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=XY53A3E7nz7Th_LzzDXq&l=20220331191220010113006244051122D2&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=M3g4amU6Zmd3OzMzZzgzNEApM2k5aTY8OTw1Nzw3Z2lmNWduLjExcjRfNmNgLS1kLy9zcy8tXjIwXzJgNmJgNjQwMWI6Yw%3D%3D&vl=&vr=","","TommyJoestar","original sound","true","https://sf16.tiktokcdn-us.com/obj/ies-music-tx/7070604542416554795.mp3","2000000","RussiavsUkraine","723.7M","4862","russia got canceled IRL 💀 #genzhumor #genz  #russiavsukraine #bruhmeme #wardraft #tommynfg #fypシ゚viral","77","1024","576","https://www.tiktok.com/@tommynfg/video/7070604536318135594"
"https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/644b15ae890868fe6875f97e086fb9c9~c5_720x720.jpeg?x-expires=1648839600&x-signature=R9L9F8RRLZEJqk9CZTvhRaTnkVQ%3D","106","245400","35","18900000","6990791834458293254","leo.love.signs","leok.signs","ROAD TO 300K FOLLOWERS!!
THANKS FOR ALL SUPPORT!!❤️
Subscribe to my YouTube!!","false","1035","28500","1645707509","421700","false",,,"","229207","fyp","","","14927","russia","Для большего шанса попасть в #Отобранное и найти мьюзеров из Вашей страны, ставьте под своими видео #Russia, не забывайте!!","","451042","ukraine","","","80013775","russiavsukraine","","","1713","war","","","2085220","ww3","","","20884","viral","",,,,,,,,,,,,,,,,,,,,,,,,,"7068259918834404614","https://v16m-webapp.tiktokcdn-us.com/804c17237c9098a4c3b7059656afc06a/624651b1/video/tos/useast2a/tos-useast2a-ve-0068c001/36ed06ae4e5e4b1d8bc387b6aae9e14b/?a=1988&br=1130&bt=565&cd=0%7C0%7C1%7C0&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=XY53A3E7nz7Th_LzzDXq&l=20220331191220010113006244051122D2&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=M2UzbTo6ZmlyOzMzNzczM0ApNmQ2ZjU8aDw7N2RlNDRmOWdsMWsvcjRnLl9gLS1kMTZzc2BjMDQtYjYyLi8yMjFjYTI6Yw%3D%3D&vl=&vr=","Omega, Vol. 3","Immediate Music","War","false","https://sf16-ies-music-sg.tiktokcdn.com/obj/tos-alisg-ve-2774/fa65abe006d34f77b8a7223f61e0163a","20300000","RussiavsUkraine","723.7M","98100","WAR WORLD 3 IS COMING! 💥#fyp #russia #ukraine #russiavsukraine #war #ww3 #viral","60","1024","576","https://www.tiktok.com/@leo.love.signs/video/7068259918834404614"
"https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/48dc25db250266641a7b840b26376d1d~c5_720x720.jpeg?x-expires=1648839600&x-signature=ahcmhVcb%2BPG6YXzUPDJL%2F6ub3Xk%3D","400","2717","8","410400","7068701275517928454","milxxtr","milxxTR","Viral👏🏼👏🏼
Mostly military content🌎
Fake weapons used for training purposes","false","9","4568","1646704322","407100","false",,,"","1649557985627141","ukrainewar","","https://p16-amd-va.tiktokcdn.com/obj/musically-maliva-obj/033a9abe78f61c0e613abfac3c7ab02c.png","23864","meme","","","80013775","russiavsukraine","","","229207","fyp","","","1628381736009734","miltok","","","15690","history","","","651721","geography","G is for Geography","","868067","putin","","","1592400787869701","🇺🇦","","","2866","europe","🇪🇺⭐🇪🇺⭐🇪🇺⭐🇪🇺⭐🇪🇺","","1649606192761858","4upageシ","","","7068426682067058735","ghostofkyiv","",,,,,"7072541201001417989","https://v16m-webapp.tiktokcdn-us.com/4207805dbde6c456dcae396679fc376b/62465182/video/tos/useast2a/tos-useast2a-ve-0068c003/39f377a259934905928f1e20c16cb073/?a=1988&br=1848&bt=924&cd=0%7C0%7C1%7C0&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=XY53A3E7nz7ThDLzzDXq&l=2022033119122601011300620925EEF33B&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=amtqaGQ6ZjxlOzMzNzczM0ApZTQ7N2Q8NTs2N2Y0M2kzOWdxZjRjcjRnYGdgLS1kMTZzc142YGJfLTRfLS00MS1fLTM6Yw%3D%3D&vl=&vr=","Russia","Peet Vait","Russia","false","https://sf16-ies-music-sg.tiktokcdn.com/obj/tos-alisg-ve-2774/26a1f78f8c5e4120869dcc2d170c4806","4400000","RussiavsUkraine","723.7M","3181","#ukrainewar #meme #russiavsukraine #fyp #miltok #history #geography #putin #🇺🇦 #europe #4upageシ #ghostofkyiv","8","1024","576","https://www.tiktok.com/@milxxtr/video/7072541201001417989"
"https://p16-sign-sg.tiktokcdn.com/aweme/720x720/tos-alisg-avt-0068/aa88e50ceb0ccefa44be128f215d64d4.jpeg?x-expires=1648839600&x-signature=EyeRkzFwJavQem6zLkKrsJYIyTg%3D","10100","388500","289","6400000","6873074914237957122","_ru_memes_","Rus_Memes","Нас 380000💪
Добьём 400к?😍😇☺️🙏
Вы лучшие🥰
Поддержать канал 👇💪🇷🇺🥰","false","301","9506","1646945850","391400","false",,,"","648246","россия","","","14927","russia","Для большего шанса попасть в #Отобранное и найти мьюзеров из Вашей страны, ставьте под своими видео #Russia, не забывайте!!","","9841","america","","","15445082","америка","","","80013775","russiavsukraine","","","72427980","россияvsамерика","","","46531954","russiavsusa","","","1599914062989317","russiavsamerica","",,,,,,,,,,,,,,,,,,,,,"7073578560526486786","https://v16m-webapp.tiktokcdn-us.com/4172e77757a65ad991eaf3bb87f5b49d/6246519d/video/tos/alisg/tos-alisg-pve-0037/95526d6a86fa433d9e9f1fddbd0d34a5/?a=1988&br=3554&bt=1777&cd=0%7C0%7C1%7C0&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=XY53A3E7nz7ThxLzzDXq&l=2022033119122601011300620925EEF33B&lr=tiktok&mime_type=video_mp4&net=0&pl=0&qs=0&rc=MzZxaTY6Zjw5OzMzODgzNEApZ2doZmQ1aWVpNzNpNGU3OWduNmpucjRfX2lgLS1kLy1zczQxYDAtLi9iMV4wNDQ1YDU6Yw%3D%3D&vl=&vr=","","Rus_Memes","оригинальный звук - Rus_Memes","true","https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7073578527413127937.mp3","3900000","RussiavsUkraine","723.7M","6842","Где лучше? #россия #russia #america #америка #russiavsukraine #россияvsамерика #russiavsusa #russiavsamerica","36","576","1026","https://www.tiktok.com/@_ru_memes_/video/7073578560526486786"
"https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/addb288cf424d81ac2e2506c34178cda~c5_720x720.jpeg?x-expires=1648839600&x-signature=HBKdQ%2BWsuHwq25zMpOYBFuIJtWM%3D","1147","76800","17","3200000","6789636101403395073","_xz.ace","Ace 🌠","Hi!
Wjhernandez@gbox.ncf.edu.ph 📩
ML ID: 442589164","false","28","8753","1645775822","389900","false",,,"","20898","ad","","","252898","invasion","","","80013775","russiavsukraine","","","3012108","fpp","","","88764338","foryoupage","","","20898","ad","","","1713","war","","","88764338","foryoupage","","","2465505","worldwar3","","","42164","foryou","","","72381","trends","",,,,,,,,,"7068553327985823003","https://v16m-webapp.tiktokcdn-us.com/c9316c7b9994c3ed3db34888c053d42c/624651e1/video/tos/useast2a/tos-useast2a-pve-0037c001-aiso/8d1ba0dd075b40d1baf1a5d6ff0813d3/?a=1988&br=946&bt=473&cd=0%7C0%7C1%7C0&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=XY53A3E7nz7ThxLzzDXq&l=2022033119122601011300620925EEF33B&lr=tiktok&mime_type=video_mp4&net=0&pl=0&qs=0&rc=ajc7amQ6ZmU7OzMzZjgzM0ApN2g5NjNnN2QzN2Y8aGUzZWdmNF5ncjQwZ2BgLS1kL2Nzcy8vX18uNjFiNWNfLzUwYjE6Yw%3D%3D&vl=&vr=","小鸟伏特加","迪嘉","Can We Kiss Forever (DJ版)","false","https://sf16-ies-music-sg.tiktokcdn.com/obj/tos-alisg-ve-2774/1ccf00468c6148ca873eae8b3338631d","4600000","RussiavsUkraine","723.7M","4262","#ad #invasion #russiavsukraine #fpp #FORYOUPAGE #ad #war #foryoupage #worldwar3 #foryou #trends NATO ANNOUNCE TO DO NOT HELP UKRAINE!","103","1024","576","https://www.tiktok.com/@_xz.ace/video/7068553327985823003"
"https://p16-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/088dd43ae70ff83d2d3c950a1172dd6f~c5_720x720.jpeg?x-expires=1648839600&x-signature=5VmyH7vl%2F8Bapa9qNmGq1dHVWWI%3D","4441","188100","272","8900000","6612173908488634373","oflecks_","Oflecks","Some might say my life is a movie
SC- @ajsibila
Dudegoodnight@gmail.com","false","51","6322","1645721677","363300","false",,,"","229207","fyp","","","451042","ukraine","","","2085220","ww3","","","14927","russia","Для большего шанса попасть в #Отобранное и найти мьюзеров из Вашей страны, ставьте под своими видео #Russia, не забывайте!!","","80013775","russiavsukraine","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7068320774494539054","https://v16m-webapp.tiktokcdn-us.com/f55174dc3fa87f7f6686029ea7ea6fba/62465185/video/tos/useast5/tos-useast5-ve-0068c003-tx/3f09efd8fdf0482486879f0489187b09/?a=1988&br=2868&bt=1434&cd=0%7C0%7C1%7C0&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=XY53A3E7nz7ThDLzzDXq&l=2022033119122601011300620925EEF33B&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=ajplOjk6Zmt1OzMzZzczNEApaDk3OWU4ZWQ7N2RmNTlkN2dhNXNucjQwY19gLS1kMS9zczUwYGMuMS80YjEzNTFfYS46Yw%3D%3D&vl=&vr=","","cashoutmike_","original sound","true","https://sf16.tiktokcdn-us.com/obj/ies-music-tx/7051601052466662191.mp3","2300000","RussiavsUkraine","723.7M","5189","Sorry guys I had to intervene #fyp #ukraine #ww3 #russia #ShowUsYourDrawers #russiavsukraine","11","1024","576","https://www.tiktok.com/@oflecks_/video/7068320774494539054"
