"authorMeta/avatar","authorMeta/digg","authorMeta/fans","authorMeta/following","authorMeta/heart","authorMeta/id","authorMeta/name","authorMeta/nickName","authorMeta/signature","authorMeta/verified","authorMeta/video","commentCount","createTime","diggCount","downloaded","effectStickers/0/ID","effectStickers/0/name","hashtags/0/cover","hashtags/0/id","hashtags/0/name","hashtags/0/title","hashtags/1/cover","hashtags/1/id","hashtags/1/name","hashtags/1/title","hashtags/2/cover","hashtags/2/id","hashtags/2/name","hashtags/2/title","hashtags/3/cover","hashtags/3/id","hashtags/3/name","hashtags/3/title","hashtags/4/cover","hashtags/4/id","hashtags/4/name","hashtags/4/title","hashtags/5/cover","hashtags/5/id","hashtags/5/name","hashtags/5/title","hashtags/6/cover","hashtags/6/id","hashtags/6/name","hashtags/6/title","hashtags/7/cover","hashtags/7/id","hashtags/7/name","hashtags/7/title","hashtags/8/cover","hashtags/8/id","hashtags/8/name","hashtags/8/title","hashtags/9/cover","hashtags/9/id","hashtags/9/name","hashtags/9/title","hashtags/10/cover","hashtags/10/id","hashtags/10/name","hashtags/10/title","hashtags/11/cover","hashtags/11/id","hashtags/11/name","hashtags/11/title","hashtags/12/cover","hashtags/12/id","hashtags/12/name","hashtags/12/title","hashtags/13/cover","hashtags/13/id","hashtags/13/name","hashtags/13/title","hashtags/14/cover","hashtags/14/id","hashtags/14/name","hashtags/14/title","hashtags/15/cover","hashtags/15/id","hashtags/15/name","hashtags/15/title","hashtags/16/cover","hashtags/16/id","hashtags/16/name","hashtags/16/title","hashtags/17/cover","hashtags/17/id","hashtags/17/name","hashtags/17/title","hashtags/18/cover","hashtags/18/id","hashtags/18/name","hashtags/18/title","id","mediaUrls/0","mentions/0","musicMeta/musicAlbum","musicMeta/musicAuthor","musicMeta/musicName","musicMeta/musicOriginal","musicMeta/playUrl","playCount","searchHashtag/name","searchHashtag/views","shareCount","text","videoMeta/duration","videoMeta/height","videoMeta/width","webVideoUrl"
"https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/91ad59b790dc48bd6eaae41bffe1b331~c5_720x720.jpeg?x-expires=1648828800&x-signature=42W5RYVtj2CqWVlcrhNAJjGbmTI%3D","2913","7385","383","504000","7027536870552732677","hamishtheviking","Hamishtheviking","War blogger (OSINT Analyst) 
🇬🇧🏴󠁧󠁢󠁷󠁬󠁳󠁿🇺🇦","false","163","3468","1645900531","369800","false",,,"","22281825","russiaukraine","","","451042","ukraine","","","14927","russia","Для большего шанса попасть в #Отобранное и найти мьюзеров из Вашей страны, ставьте под своими видео #Russia, не забывайте!!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7069088950236843269","https://v16m-webapp.tiktokcdn-us.com/4bac1cf8989871da97a3022b0c4012a9/62462f14/video/tos/useast2a/tos-useast2a-pve-0068/3720c6ee528d4e39b2de369fcc9d1511/?a=1988&br=1556&bt=778&cd=0%7C0%7C0%7C0&ch=0&cr=0&cs=0&dr=0&ds=2&er=&ft=XY53A3E7nz7ThpihzDXq&l=2022033116453001011300621317DAE3DD&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=MzpzNTU6Zmo6OzMzNzczM0ApN2Y4Ozs0NWQ1NzU3Zjc5NWcwMS5ecjRfMWFgLS1kMTZzcy4yNDRjNjQuLy8yYGMxYWM6Yw%3D%3D&vl=&vr=",,"The Batman (from ""The Batman"")","Michael Giacchino","The Batman","false","https://sf16-ies-music-sg.tiktokcdn.com/obj/tos-alisg-ve-2774/55055ae6ff9d4ba4a7000d627689f0dd","5100000","russiaukraine","479.2M","3715","#RussiaUkraine #Ukraine #russia","10","848","464","https://www.tiktok.com/@hamishtheviking/video/7069088950236843269"
"https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/1b1819c00ac9bf31fa2381d4e6984d9f~c5_720x720.jpeg?x-expires=1648828800&x-signature=2zoixZG7soQOygw3rXNdUijR9F8%3D","132","180700","78","6700000","6920331616390022150","quicktakenews","Bloomberg Quicktake","🎥 Global news and original shows.","true","585","16300","1646263258","364400","false",,,"","32442","un","","","14927","russia","Для большего шанса попасть в #Отобранное и найти мьюзеров из Вашей страны, ставьте под своими видео #Russia, не забывайте!!","","451042","ukraine","","","7853134","worldnews","","","22281825","russiaukraine","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7070646852353330474","https://v16m-webapp.tiktokcdn-us.com/d667f5aa78e4bb73c11b93c5a2e7548e/62462f41/video/tos/useast5/tos-useast5-ve-0068c003-tx/d5c606227ee74e9484e763490e428a9e/?a=1988&br=1556&bt=778&cd=0%7C0%7C1%7C0&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=XY53A3E7nz7ThpihzDXq&l=2022033116453001011300621317DAE3DD&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=M3k2dDc6ZjV5OzMzZzczNEApZmk8NGk4ZmU0NzszZ2c2OGdyb2ItcjRnamNgLS1kMS9zc2M1M2NjYzIzYV5iNC8zNjY6Yw%3D%3D&vl=&vr=",,"","Bloomberg Quicktake","original sound","true","https://sf16.tiktokcdn-us.com/obj/ies-music-tx/7070646845764324139.mp3","6700000","russiaukraine","479.2M","12200","In a 141 to 5 vote, the #UN  passed a resolution calling on #Russia to end the war in #Ukraine and withdraw all its troops. #WorldNews #RussiaUkraine","55","1024","576","https://www.tiktok.com/@quicktakenews/video/7070646852353330474"
"https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1688808115893253~c5_720x720.jpeg?x-expires=1648828800&x-signature=trvzU05n4Km6zQtV7WYzMYyRiZ0%3D","3114","14400","202","2000000","6917357441936851973","allathor33","Allathor33","Nerd Stuff
Funny stuff
NFL stuff sometimes","false","73","2688","1646181914","342100","false","896750","Green Screen Eyes and Mouth","","22281825","russiaukraine","","","2085220","ww3","","","441604","waterboy","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7070297482340601130","https://v16m-webapp.tiktokcdn-us.com/6e5b06501670b714cb4c8e6e40eab675/62462f14/video/tos/useast5/tos-useast5-ve-0068c003-tx/381bcf26c9dc4c1fb6ca3bbcc4711a03/?a=1988&br=950&bt=475&cd=0%7C0%7C1%7C0&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=XY53A3E7nz7ThpihzDXq&l=2022033116453001011300621317DAE3DD&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=ajxqc2Y6Zm5lOzMzZzczNEApNjY2OjRpOzw1Nzk4Nmk6OWcvYmRwcjRnbWNgLS1kMS9zcy8uLS9gYzZeXjFgMDNgYjI6Yw%3D%3D&vl=&vr=","@kaxal6","","Mufasatheking66","original sound","true","https://sf19.tiktokcdn-us.com/obj/ies-music-tx/7037220728810375983.mp3","3100000","russiaukraine","479.2M","30900","Reply to @kaxal6 #russiaukraine #ww3 #waterboy","10","1024","576","https://www.tiktok.com/@allathor33/video/7070297482340601130"
"https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/b87f595d244ca25f90426e30b255b0a7~c5_720x720.jpeg?x-expires=1648828800&x-signature=ft8D0bk1I4FNDrDbJgVAhDrpe28%3D","525","5207","131","304600","6965194982848660481","6661__","a̷n̷x̷i̷e̷n̷t̷e̷t̷i̷s̷___","random addict","false","37","23600","1645737770","302200","false",,,"","1549168","viralvideos","","","20884","viral","","","68590235","pemudapancasila","","","1637342470396934","fypシ","","","22281825","russiaukraine","","","8961643","beranda","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7068389879712894235","https://v16m-webapp.tiktokcdn-us.com/33fab517f3f7b23eaea6c3ace1ce856b/62462f19/video/tos/useast2a/tos-useast2a-pve-0037-aiso/3bff780bccec4076999e5615f8ee3aca/?a=1988&br=3038&bt=1519&cd=0%7C0%7C1%7C0&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=XY53A3E7nz7ThpihzDXq&l=2022033116453001011300621317DAE3DD&lr=tiktok&mime_type=video_mp4&net=0&pl=0&qs=0&rc=M2trdTw6Znd5OzMzZjgzM0ApZjQ3Nzs3N2Q0Nzw2Omc7ZmdzZF9kcjQwX19gLS1kL2Nzc18xNi5eM15jLzMyNV4tMi06Yw%3D%3D&vl=&vr=",,"","Mo•n☬","Drive forever","true","https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7043816899334982427.mp3","6700000","russiaukraine","479.2M","31200","#viralvideos #viral #pemudapancasila #fypシ #russiaukraine #beranda","15","576","1024","https://www.tiktok.com/@6661__/video/7068389879712894235"
"https://p16-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/66578004a395a6e692cdb21f4eba56fe~c5_720x720.jpeg?x-expires=1648828800&x-signature=BSLnGwUqBQQTv9bFAbFBYDbk0OA%3D","3211","8823","353","347400","6713012088903648262","the_real_ghost_of_kyiv","🇺🇦Vladmir abdonov🇺🇦","🇺🇦Touch my land, I’ll make sure you crash into it.🇺🇦
Got drafted to fight 🛩","false","20","3433","1645781613","285400","false",,,"","7068426682067058735","ghostofkyiv","","","451042","ukraine","","","1649557985627141","ukrainewar","","","151700","worldpeace","The International Day of Peace is here, so we're thinking about #WorldPeace. So whether it's setting aside some time for thoughtful consideration, or just doing something nice for a family member, here's to doing right by others.","","22281825","russiaukraine","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7068578175986470190","https://v16m-webapp.tiktokcdn-us.com/9fb064ea7b526a4d3e180a8728a2f2bc/62462f11/video/tos/useast5/tos-useast5-ve-0068c001-tx/24019b14529b4accb51b4d7c02120767/?a=1988&br=1366&bt=683&cd=0%7C0%7C1%7C0&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=XY53A3E7nz7ThpihzDXq&l=2022033116453001011300621317DAE3DD&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=M255PGc6Zm9kOzMzZzczNEApOjU5aGg6aWVnNzY3ZWQ1NGcucnAzcjRvMGBgLS1kMS9zc2FeMDIyNDRgYl4yLzQyNV86Yw%3D%3D&vl=&vr=",,"","🇺🇦Vladmir abdonov🇺🇦","original sound","true","https://sf16.tiktokcdn-us.com/obj/ies-music-tx/7068578133896825647.mp3","2800000","russiaukraine","479.2M","8003","#ghostofkyiv #ukraine #ukrainewar #worldpeace #russiaukraine","7","1024","576","https://www.tiktok.com/@the_real_ghost_of_kyiv/video/7068578175986470190"
"https://p16-sign-sg.tiktokcdn.com/aweme/720x720/tos-alisg-avt-0068/dc16b3ce74fa4f4bd0fc69f1203a417f.jpeg?x-expires=1648828800&x-signature=Rb3YDUi7dEGkDLm7dqTz8AZWXkU%3D","612","129000","0","9500000","6888625118026286081","caspolnews","Caspolnews","Political news. Pushing discussion. Starting conversations.","false","395","7452","1645720028","250700","false",,,"","14927","russia","Для большего шанса попасть в #Отобранное и найти мьюзеров из Вашей страны, ставьте под своими видео #Russia, не забывайте!!","","451042","ukraine","","","1649557985627141","ukrainewar","","","22281825","russiaukraine","","","1697118828311557","russiaukraineconflict","","","229207","fyp","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7068313695092280581","https://v16m-webapp.tiktokcdn-us.com/52cc5c48b89cfd6f241c932c700d9d1c/62462f22/video/tos/useast2a/tos-useast2a-pve-0068/cfe0b7a61b634bf8bd21c25c988f3142/?a=1988&br=1662&bt=831&cd=0%7C0%7C1%7C0&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=XY53A3E7nz7ThpihzDXq&l=2022033116453001011300621317DAE3DD&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=amxnbmc6Zjl1OzMzNzczM0ApZDZnPDM4aGQ8NzY0ZDllZmdwLjE2cjQwMF9gLS1kMTZzczI2LTQzMDNjMmI0MjFhXzI6Yw%3D%3D&vl=&vr=",,"","Caspolnews","original sound","true","https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7068313678605126406.mp3","2000000","russiaukraine","479.2M","14100","A video has emerged of a father saying goodbye to his little girl as he stays to fight the Russians in Ukraine. #russia #ukraine #ukrainewar #russiaukraine #russiaukraineconflict #fyp","25","1026","576","https://www.tiktok.com/@caspolnews/video/7068313695092280581"
"https://p16-sign-sg.tiktokcdn.com/aweme/720x720/tos-alisg-avt-0068/b914ea85265df4bfd9cf79d655d86dba.jpeg?x-expires=1648828800&x-signature=RU8oRMCmPbeEY3y4bJEKXekYndE%3D","3603","207800","0","16800000","6790008292108141569","akantuka007","Ram Rajchakul","","false","1005","5653","1646040927","243800","false",,,"","7058959762439798810","สงครามรัสเซียยูเครน","","","1591374890687490","รัสเซีย","","","1601782337255426","ยูเครน","","","1595455522322434","สงคราม","","","22281825","russiaukraine","","","14927","russia","Для большего шанса попасть в #Отобранное и найти мьюзеров из Вашей страны, ставьте под своими видео #Russia, не забывайте!!","","451042","ukraine","","","1713","war","","","868067","putin","","","932663","vladimirputin","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7069691948843552026","https://v16m-webapp.tiktokcdn-us.com/b890602ce36f152ee4392f79b228ea6b/62462f40/video/tos/useast2a/tos-useast2a-pve-0037-aiso/4065c82049424b748665d4305a90b43c/?a=1988&br=1776&bt=888&cd=0%7C0%7C1%7C0&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=XY53A3E7nz7ThaihzDXq&l=202203311645350101130060690DAB8105&lr=tiktok&mime_type=video_mp4&net=0&pl=0&qs=0&rc=M3A4NWU6Zm48OzMzZjgzM0ApOmY1OTk8ZWQ1Nzg6ZDs2N2dzMmdjcjRfYmJgLS1kL2Nzcy0xL2MyMDEzMy02MWBjXi86Yw%3D%3D&vl=&vr=",,"COVER NIGHT PLUS BIG ASS & POTATO","โปเตโต้","ความเจ็บปวด","false","","2100000","russiaukraine","479.2M","5369","#สงครามรัสเซียยูเครน #รัสเซีย #ยูเครน #สงคราม #russiaukraine #russia #ukraine #war #putin #vladimirputin","48","960","540","https://www.tiktok.com/@akantuka007/video/7069691948843552026"
"https://p16-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/fd1446ce3bd68847ee3a2fe6984bfee1~c5_720x720.jpeg?x-expires=1648828800&x-signature=WU8fuzH9P8sjgpnVBYLHhTUan5I%3D","48600","1975","1105","312500","6605745740331401222","browneski","Sean","21
Colorado","false","77","3041","1643420217","243100","false",,,"","14927","russia","Для большего шанса попасть в #Отобранное и найти мьюзеров из Вашей страны, ставьте под своими видео #Russia, не забывайте!!","","451042","ukraine","","","22281825","russiaukraine","","","1713","war","","","7221","military","","","24740","army","","","36677","marines","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7058436082496671023","https://v16m-webapp.tiktokcdn-us.com/6f570d937c692996cbdde5459e103730/62462f17/video/tos/useast5/tos-useast5-pve-0068-tx/877b9ebcf5e544eba0ebb1969addf295/?a=1988&br=2008&bt=1004&cd=0%7C0%7C1%7C0&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=XY53A3E7nz7ThaihzDXq&l=202203311645350101130060690DAB8105&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=M3A0ZGQ6ZjY8OjMzZzczNEApNjVlZjY6NTw8N2k0NGQ0ZWdjc3BocjRvZm5gLS1kMS9zczIzLTMtNC0tLWEwMDNiNDQ6Yw%3D%3D&vl=&vr=",,"","Droid 🪐","Follow memedroidplug on ig","true","https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6918110416954510086.mp3","1500000","russiaukraine","479.2M","5948","Washington is foaming at the mouth rn they’re so hyped for war #russia #ukraine #russiaukraine #war #military #army #marines","7","1024","576","https://www.tiktok.com/@browneski/video/7058436082496671023"
"https://p16-sign-sg.tiktokcdn.com/aweme/720x720/tiktok-obj/1659188723717121.jpeg?x-expires=1648828800&x-signature=Bd0aBbFXpqUzf3bue0bVAozndGw%3D","1407","153900","12","2200000","6721533767028491266","ohmedia","Oh! Media","Follow TikTok kami sekarang juga untuk…. Follow jer!","true","399","7227","1645683660","240200","false",,,"","7050031107835691034","trendingnewsmalaysia","The latest trending news in Malaysia and around the world. Use #TrendingNewsMalaysia to share an incident/story that is happening at your location. Your video might be pinned at the top if it is newsworthy. Top accounts: https://bit.ly/TrendingNewsMalaysia","","22281825","russiaukraine","","","1713","war","","","229207","fyp","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7068157496858250523","https://v16m-webapp.tiktokcdn-us.com/d466cd2049671e690da277db9973a1bb/62462f1b/video/tos/useast2a/tos-useast2a-pve-0037c001-aiso/12d80de49f904113aad417d7dec4e411/?a=1988&br=674&bt=337&cd=0%7C0%7C0%7C0&ch=0&cr=0&cs=0&dr=0&ds=2&er=&ft=XY53A3E7nz7ThaihzDXq&l=202203311645350101130060690DAB8105&lr=tiktok&mime_type=video_mp4&net=0&pl=0&qs=0&rc=Mzw8ajU6ZmhsOzMzZjgzM0ApZGg0PDs0O2Q2N2RoOTUzOmdlb2lkcjRnM19gLS1kL2Nzcy1fLzVgLTEzMTE1NmBgMTI6Yw%3D%3D&vl=&vr=",,"","Oh! Media","original sound - Oh! Media","true","https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7068157507360803610.mp3","3200000","russiaukraine","479.2M","9723","Setakat ini beberapa tempat di Ukraine telah dibedil bom oleh Russia. #trendingnewsmalaysia #russiaukraine #war #fyp","11","864","480","https://www.tiktok.com/@ohmedia/video/7068157496858250523"
"https://p77-sign-va.tiktokcdn.com/musically-maliva-obj/1661707214153734~c5_720x720.jpeg?x-expires=1648828800&x-signature=2pBjBdELVzInc2NBAS%2BeLvd2AHk%3D","1458","1300000","93","18700000","6806351694235780102","babsandamara","babsamara","GET US TO 2M on TikTok🙏🏽❤️‍🔥
Subscribe to our YouTube channel: BABS&AMARA","false","560","2279","1646732678","239100","false","1120694","Slow Zoom","","1662259714083846","babsandamara","","","859085","africanparents","","","1713","war","","","10318664","africanhome","","","22281825","russiaukraine","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7072662984790756614","https://v16m-webapp.tiktokcdn-us.com/b93580366af80552abd710352a6b4807/62462f2b/video/tos/useast2a/tos-useast2a-pve-0068/2cec2d3f7e04445b9c1e8cfd8d0c7dd4/?a=1988&br=2288&bt=1144&cd=0%7C0%7C1%7C0&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=XY53A3E7nz7ThaihzDXq&l=202203311645350101130060690DAB8105&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=MzY7cTw6ZnhsOzMzNzczM0ApMzQ3ZDk3Ojs2Nzs2ZjQ7Omc0MGUvcjRnXmdgLS1kMTZzc2I1L2ExYzAuMl8tNGAuMi06Yw%3D%3D&vl=&vr=",,"","Roy The Songster","Kumama papa (Acapella)","true","https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7066462163841403653.mp3","2300000","russiaukraine","479.2M","2994","Where do we start from? Story plenty 😩😩😩 #babsandamara #africanparents #war #africanhome #russiaukraine","28","960","540","https://www.tiktok.com/@babsandamara/video/7072662984790756614"
