"authorMeta/avatar","authorMeta/digg","authorMeta/fans","authorMeta/following","authorMeta/heart","authorMeta/id","authorMeta/name","authorMeta/nickName","authorMeta/signature","authorMeta/verified","authorMeta/video","commentCount","createTime","diggCount","downloaded","effectStickers/0/ID","effectStickers/0/name","hashtags/0/cover","hashtags/0/id","hashtags/0/name","hashtags/0/title","hashtags/1/cover","hashtags/1/id","hashtags/1/name","hashtags/1/title","hashtags/2/cover","hashtags/2/id","hashtags/2/name","hashtags/2/title","hashtags/3/cover","hashtags/3/id","hashtags/3/name","hashtags/3/title","hashtags/4/cover","hashtags/4/id","hashtags/4/name","hashtags/4/title","hashtags/5/cover","hashtags/5/id","hashtags/5/name","hashtags/5/title","hashtags/6/cover","hashtags/6/id","hashtags/6/name","hashtags/6/title","hashtags/7/cover","hashtags/7/id","hashtags/7/name","hashtags/7/title","hashtags/8/cover","hashtags/8/id","hashtags/8/name","hashtags/8/title","hashtags/9/cover","hashtags/9/id","hashtags/9/name","hashtags/9/title","hashtags/10/cover","hashtags/10/id","hashtags/10/name","hashtags/10/title","hashtags/11/cover","hashtags/11/id","hashtags/11/name","hashtags/11/title","hashtags/12/cover","hashtags/12/id","hashtags/12/name","hashtags/12/title","hashtags/13/cover","hashtags/13/id","hashtags/13/name","hashtags/13/title","hashtags/14/cover","hashtags/14/id","hashtags/14/name","hashtags/14/title","hashtags/15/cover","hashtags/15/id","hashtags/15/name","hashtags/15/title","hashtags/16/cover","hashtags/16/id","hashtags/16/name","hashtags/16/title","hashtags/17/cover","hashtags/17/id","hashtags/17/name","hashtags/17/title","hashtags/18/cover","hashtags/18/id","hashtags/18/name","hashtags/18/title","hashtags/19/cover","hashtags/19/id","hashtags/19/name","hashtags/19/title","hashtags/20/cover","hashtags/20/id","hashtags/20/name","hashtags/20/title","hashtags/21/cover","hashtags/21/id","hashtags/21/name","hashtags/21/title","hashtags/22/cover","hashtags/22/id","hashtags/22/name","hashtags/22/title","hashtags/23/cover","hashtags/23/id","hashtags/23/name","hashtags/23/title","hashtags/24/cover","hashtags/24/id","hashtags/24/name","hashtags/24/title","hashtags/25/cover","hashtags/25/id","hashtags/25/name","hashtags/25/title","hashtags/26/cover","hashtags/26/id","hashtags/26/name","hashtags/26/title","hashtags/27/cover","hashtags/27/id","hashtags/27/name","hashtags/27/title","hashtags/28/cover","hashtags/28/id","hashtags/28/name","hashtags/28/title","hashtags/29/cover","hashtags/29/id","hashtags/29/name","hashtags/29/title","hashtags/30/cover","hashtags/30/id","hashtags/30/name","hashtags/30/title","hashtags/31/cover","hashtags/31/id","hashtags/31/name","hashtags/31/title","hashtags/32/cover","hashtags/32/id","hashtags/32/name","hashtags/32/title","hashtags/33/cover","hashtags/33/id","hashtags/33/name","hashtags/33/title","hashtags/34/cover","hashtags/34/id","hashtags/34/name","hashtags/34/title","hashtags/35/cover","hashtags/35/id","hashtags/35/name","hashtags/35/title","hashtags/36/cover","hashtags/36/id","hashtags/36/name","hashtags/36/title","hashtags/37/cover","hashtags/37/id","hashtags/37/name","hashtags/37/title","hashtags/38/cover","hashtags/38/id","hashtags/38/name","hashtags/38/title","hashtags/39/cover","hashtags/39/id","hashtags/39/name","hashtags/39/title","hashtags/40/cover","hashtags/40/id","hashtags/40/name","hashtags/40/title","hashtags/41/cover","hashtags/41/id","hashtags/41/name","hashtags/41/title","hashtags/42/cover","hashtags/42/id","hashtags/42/name","hashtags/42/title","hashtags/43/cover","hashtags/43/id","hashtags/43/name","hashtags/43/title","hashtags/44/cover","hashtags/44/id","hashtags/44/name","hashtags/44/title","hashtags/45/cover","hashtags/45/id","hashtags/45/name","hashtags/45/title","id","mediaUrls/0","mentions/0","musicMeta/musicAlbum","musicMeta/musicAuthor","musicMeta/musicName","musicMeta/musicOriginal","musicMeta/playUrl","playCount","searchHashtag/name","searchHashtag/views","shareCount","text","videoMeta/duration","videoMeta/height","videoMeta/width","webVideoUrl"
"https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/964894acb2622c69f81daf436fdda00c~c5_720x720.jpeg?x-expires=1648764000&x-signature=eu3TLMziUyhA3YwE4zpUyVzrOBA%3D","35","991000","0","11100000","6651909743483928581","skynews","Sky News","For the latest news, download the Sky News app now  ⬇️","true","534","58600","1645827815","3900000","false",,,"","14927","russia","Для большего шанса попасть в #Отобранное и найти мьюзеров из Вашей страны, ставьте под своими видео #Russia, не забывайте!!","","451042","ukraine","","","1713","war","","","451042","ukraine","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7068776636367326470","https://v16-webapp.tiktok.com/3c3ac7cd6d0d4a89ca77b99e6ad4caa5/62452800/video/tos/useast2a/tos-useast2a-pve-0068/4673ed0f70614f7a85025bd515314a92/?a=1988&br=1168&bt=584&cd=0%7C0%7C1%7C0&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=XOQ9-3E7nz7ThGeFzDXq&l=20220330220216010223086148008BFC05&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=MzlybDo6Zm1vOzMzNzczM0ApZjpkZ2lmMzxlNzc6NTw2ZWdnM20ycjRvL2BgLS1kMTZzczNjMmJjXzMzXmNgNi1gL146Yw%3D%3D&vl=&vr=",,"","Sky News","original sound","true","https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7068776627638913798.mp3","32200000","ukraine","34.1B","61000","Sky correspondent Alex Rossi speaks to an emotional 21-year-old soldier who is ""terrified"" for his family's safety #russia #ukraine #war #ukraine","56","1024","576","https://www.tiktok.com/@skynews/video/7068776636367326470"
"https://p77-sign-va.tiktokcdn.com/tos-maliva-avt-0068/1cad1b6588eddbeb0dfd1e78c2ef1965~c5_720x720.jpeg?x-expires=1648764000&x-signature=81H8dpcCRWx6nKMgAM4MYRnkC9w%3D","626","286800","123","18000000","7042704976782590981","expose_news","A :)","a safe place with peace and support
nickelodeon era>>>","false","82","78200","1645719952","3600000","false",,,"","2085220","ww3","","","451042","ukraine","","","14927","russia","Для большего шанса попасть в #Отобранное и найти мьюзеров из Вашей страны, ставьте под своими видео #Russia, не забывайте!!","","229207","fyp","","","2465505","worldwar3","","","1662549415231494","coflict","","","1713","war","","","868067","putin","","","25124607","ukraineandrussia","","","100417","unitedstates","","","9843","usa","","","153828","fy","","","6858700","joebiden","","https://p16-amd-va.tiktokcdn.com/obj/musically-maliva-obj/cb514973addd54a58a6ef8bbfb815854","1518","edit","Llevando tu contenido al siguiente nivel 🔥 todos los trucos y tips para aprender a editar tus videos en TikTok.","","20884","viral","","","2534243","ww2","","","144901","ae","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7068313370230803717","https://v16-webapp.tiktok.com/09dee7f00bba211331d933229f0854aa/624527da/video/tos/useast2a/tos-useast2a-ve-0068c004/48a28f02b6bd4cfcaf4a9820f6dd4166/?a=1988&br=624&bt=312&cd=0%7C0%7C1%7C0&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=XOQ9-3E7nz7ThGeFzDXq&l=20220330220216010223086148008BFC05&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=Mzd4bDk6ZnR1OzMzNzczM0ApOWdpaDo2PDw7N2dmNGk7O2cxYG5kcjRnL19gLS1kMTZzc2MuXzZgYC0yNWE0NWE0LmA6Yw%3D%3D&vl=&vr=",,"","A :)","original sound","true","https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7068313373028403973.mp3","14700000","ukraine","34.1B","66800","spread awareness (tw) #ww3 #ukraine #russia #fyp #worldwar3 #coflict #war #putin #ukraineandrussia #unitedstates #usa #fy #joebiden #edit #viral #ww2 #ae","18","576","576","https://www.tiktok.com/@expose_news/video/7068313370230803717"
"https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/e2c6e11fe3d7c7362e007bc96f99f828~c5_720x720.jpeg?x-expires=1648764000&x-signature=LZmdS%2F5%2BMd4rriZNKhcxGCE%2B3dM%3D","24600","10700000","354","148200000","302047710327664640","thetiktokdrummer","Austin Ware","“It’s Bigger Than Drums” ✨
𝙱𝚒𝚣: ɪɴꜰᴏ@ᴀᴡᴇɴᴛᴇʀᴛᴀɪɴᴍᴇɴᴛɢʀᴏᴜᴘ.ᴄᴏᴍ
subscribe☟","true","687","27000","1645904275","3600000","false",,,"","451042","ukraine","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7069105033580662062","https://v16-webapp.tiktok.com/097036b5532895d5dcc65361259af076/624527f4/video/tos/maliva/tos-maliva-ve-0068c799-us/a1609831bc634323bc8374a4849ad132/?a=1988&br=3884&bt=1942&cd=0%7C0%7C1%7C0&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=XOQ9-3E7nz7ThGeFzDXq&l=20220330220216010223086148008BFC05&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=amo8Nmc6ZnY6OzMzZzczNEApZ2dmPDc5PDtoNzY0ZDg7ZmdjcGVxcjRvcmFgLS1kMS9zczIwXzQuYl4uMzVjMTYyMjE6Yw%3D%3D&vl=&vr=","@angelbeadsltd","","Austin Ware","original sound","true","https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7069105039997946670.mp3","23700000","ukraine","34.1B","74200","Reply to @angelbeadsltd  🙏 #ukraine","45","1026","576","https://www.tiktok.com/@thetiktokdrummer/video/7069105033580662062"
"https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/9ba24b5c2a607c6f4615c0550197a54d~c5_720x720.jpeg?x-expires=1648764000&x-signature=TLyOFxA1MyEz2KqmXxQsFEgzSjw%3D","3839","181400","15","3700000","6752891011204154374","time_of_the_strong7","Welcome to Hell","","false","10","46700","1646380304","3300000","false",,,"","7221","military","","","24740","army","","","451042","ukraine","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7071149549808635142","https://v16-webapp.tiktok.com/c20d9cad0cee5758cb7e3b1443a8dc2e/624527d0/video/tos/useast2a/tos-useast2a-ve-0068c003/ab2ea9faac9248659c6c02498f1cb348/?a=1988&br=5684&bt=2842&cd=0%7C0%7C1%7C0&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=XOQ9-3E7nz7ThGeFzDXq&l=20220330220216010223086148008BFC05&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=M2lqbzg6ZnN2OzMzNzczM0ApZjo7NmhmMztnNzw4Z2VlPGdhLTMxcjQwNmRgLS1kMTZzczM1LTFjXi5fNTExLTIzMDM6Yw%3D%3D&vl=&vr=",,"","Welcome to Hell","оригинальный звук","true","https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7071149481982577414.mp3","51300000","ukraine","34.1B","68900","#military #army #ukraine","8","1024","576","https://www.tiktok.com/@time_of_the_strong7/video/7071149549808635142"
"https://p16-sign-sg.tiktokcdn.com/aweme/720x720/tos-alisg-avt-0068/03a4169f27494a16811225018714fefc.jpeg?x-expires=1648764000&x-signature=rFWgmj26As4xEknGptnwKTMHTi0%3D","133400","11500000","127","158400000","6568492769861435398","dj.angelx","AngelX","🧚🏽‍♀️DJ , Actress , Makeup artist🧚🏽‍♀️","false","759","190400","1611340475","3300000","false",,,"","42164","foryou","","","229207","fyp","","","451042","ukraine","","","1662967852588038","djangelx","","","51649748","piercinglovers","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6920654630510660865","https://v16-webapp.tiktok.com/57103bfcb4877fd6014548e876f3cca4/624527d5/video/tos/alisg/tos-alisg-pve-0037c001/81019834ff8a4b6baaa9a90f6e33252f/?a=1988&br=1750&bt=875&cd=0%7C0%7C1%7C0&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=XOQ9-3E7nz7ThGeFzDXq&l=20220330220216010223086148008BFC05&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=MzV5M3A0ZXVrMzMzZjczM0ApOzM8PGlkNGRmNzxlNDs1ZWcwMmsxXjMxZjJgLS0wMTRzc18uXmAtLTQ2NTJiNF5jMzI6Yw%3D%3D&vl=&vr=","@_anasteushaa","","Tik Toker","Follow Me","true","https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/1656787658290181.mp3","40800000","ukraine","34.1B","7528","Reply to @_anasteushaa 🇺🇦💙 #foryou #fyp #ukraine #djangelx #piercinglovers","13","960","540","https://www.tiktok.com/@dj.angelx/video/6920654630510660865"
"https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/304d9c3830ce6d86ac311f1c7b9cd8b7~c5_720x720.jpeg?x-expires=1648764000&x-signature=bFzFSbugUKOGKjhNw2M%2F36che6Q%3D","37","377600","2","3800000","6960262935134782470","j0y___","Ｊｏｙ","𝗙𝗼𝗿 𝗰𝗼𝗹𝗹𝗮𝗯 𝗗𝗠 𝗺𝗲 𝗼𝗻 𝗜𝗻𝘀𝘁𝗮","false","23","87300","1645739552","3300000","false",,,"","451042","ukraine","","","14927","russia","Для большего шанса попасть в #Отобранное и найти мьюзеров из Вашей страны, ставьте под своими видео #Russia, не забывайте!!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7068397548234378501","https://v16-webapp.tiktok.com/117ce2a0f33ed9c4257adf9879970304/624527dd/video/tos/useast2a/tos-useast2a-ve-0068c004/0200e31e1f47480fb00520a1fb63e795/?a=1988&br=2070&bt=1035&cd=0%7C0%7C1%7C0&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=XOQ9-3E7nz7TheeFzDXq&l=20220330220223010223120016158DE13A&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=M3h0ZjM6Zmh5OzMzNzczM0ApZDMzOjw2M2Q5Nzs2OTQ4NGdnZnJkcjRvb19gLS1kMTZzc19eMjAtNTMwXy8zYy02YV86Yw%3D%3D&vl=&vr=",,"Into Your Arms (feat. Ava Max)","Witt Lowry","Into Your Arms (feat. Ava Max)","false","https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/b5d3abfa345541429fc9233724ffd7d1","24400000","ukraine","34.1B","126800","Say no to war.     #ukraine #russia","14","1102","576","https://www.tiktok.com/@j0y___/video/7068397548234378501"
"https://p16-sign-sg.tiktokcdn.com/aweme/720x720/tos-alisg-avt-0068/d59d9ea34584737419616d9ac1698ba7.jpeg?x-expires=1648764000&x-signature=Y4x4rUbqytWcEay6Sk3w%2BqDzwuc%3D","9376","37400","150","4400000","6825509524628325381","fluro88","Navid","appreciate you guys❤️‍🔥❤️‍🔥
Instagram if you wanna reach me - navidgorkey","false","30","29300","1645759988","3200000","false",,,"","229207","fyp","","","1615683931518982","wartok","","","14927","russia","Для большего шанса попасть в #Отобранное и найти мьюзеров из Вашей страны, ставьте под своими видео #Russia, не забывайте!!","","451042","ukraine","","","2085220","ww3","","","1654682040971270","ww3memes","","","88764338","foryoupage","","","20884","viral","","","1713","war","","","337014","warzone","Muéstranos tus mejores jugadas","","24740","army","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7068485314884422914","https://v16-webapp.tiktok.com/f7ccc446dc61aef3dc62916bddffe533/624527df/video/tos/alisg/tos-alisg-pve-0037c001/cd70d515c38b45feb683a5b4355699f4/?a=1988&br=5600&bt=2800&cd=0%7C0%7C1%7C0&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=XOQ9-3E7nz7TheeFzDXq&l=20220330220223010223120016158DE13A&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=M3BpZmc6Zm83OzMzODczNEApZmU1M2g3aWQ5N2Y8OTdmZGdya2s2cjRnaGBgLS1kMS1zcy4vYV4uXl8vYC8zYWBhMjA6Yw%3D%3D&vl=&vr=",,"Venom - Music From The Motion Picture","Eminem","Venom - Music From The Motion Picture","false","https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/28d550812d054ceabe1eb5e2a172ef31","25600000","ukraine","34.1B","102900","Dudes really in a pre game lobby, on their way to Verdansk ☠️☠️ #fyp #wartok #russia  #ukraine  #ww3 #ww3memes #foryoupage #viral #war #warzone #army","16","1058","576","https://www.tiktok.com/@fluro88/video/7068485314884422914"
"https://p77-sign-va.tiktokcdn.com/tos-maliva-avt-0068/783018c81f6f0f90e5cbe2320f45f9dc~c5_720x720.jpeg?x-expires=1648764000&x-signature=6lEW%2FTrYodjMlTK6rdqy8Hl2AYs%3D","21000","1000000","83","31900000","300407204782698496","valerisssh","Valerisssh","PHOTOGRAPHER 
HOW TO HELP UKRAINE?
link on my insta👆","false","609","57000","1646344070","3100000","false",,,"","451042","ukraine","","","861413","stopwar","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7070993935266532614","https://v16-webapp.tiktok.com/b0a2cda7901f09bad38eef74d051026d/624527d9/video/tos/useast2a/tos-useast2a-ve-0068c001/3f7480259a3143bf848d32a37fdd54e6/?a=1988&br=3672&bt=1836&cd=0%7C0%7C1%7C0&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=XOQ9-3E7nz7TheeFzDXq&l=20220330220223010223120016158DE13A&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=MzR4N2Q6ZnRtOzMzNzczM0ApZzw0ZDM3aWQ0Nzw5PDM5OWcyZHMucjRvYmRgLS1kMTZzc19iXl42LmNeMS42X2E0XjQ6Yw%3D%3D&vl=&vr=",,"","ratherbe.anyoneelse","original sound","true","https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7054328061785541382.mp3","20200000","ukraine","34.1B","15900","Putin, I wait u in Chernihiv 🥰🥰🥰🥰 #ukraine #stopwar","10","1024","576","https://www.tiktok.com/@valerisssh/video/7070993935266532614"
"https://p16-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/99270450244c90409e98d37a74ff2943~c5_720x720.jpeg?x-expires=1648764000&x-signature=F%2B4%2BsD8EJ%2FoPRRXOaBIs41pinSY%3D","7674","117300","904","7000000","6624893445998264326","misstatiz","Т А Н Ю Ш А ✨","Ukrainian 🇺🇦
Chicago 
Sign petition below💙💛","false","181","29700","1646024048","3000000","false",,,"","451042","ukraine","","","5262","chicago","","","1699132129488897","supportukraine","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7069619447497100587","https://v16-webapp.tiktok.com/c80a17dd1831f71f4017933a0ed8583f/624527da/video/tos/maliva/tos-maliva-ve-0068c799-us/3affe4ff6ec342e58b4668bb9b8b5c7d/?a=1988&br=2560&bt=1280&cd=0%7C0%7C1%7C0&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=XOQ9-3E7nz7TheeFzDXq&l=20220330220223010223120016158DE13A&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=M2Y5ZTw6Zm04OzMzZzczNEApODVkNjY6aGQ4N2VoOmQ4PGc0LWlicjRvMmJgLS1kMS9zc2MyMi5iYmNiLV41NTM1NGE6Yw%3D%3D&vl=&vr=",,"",".","Another love","true","https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7030344527114210049.mp3","13200000","ukraine","34.1B","25500","Todays sunset was in colors for Ukraine #ukraine #chicago #supportukraine","11","1024","576","https://www.tiktok.com/@misstatiz/video/7069619447497100587"
"https://p16-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/a898916dc909ba9d6dc71c0af4be66fa~c5_720x720.jpeg?x-expires=1648764000&x-signature=5jgMY6dJNHacLCqMz6sfBIo%2BskY%3D","331400","49700","1044","3600000","6803177261531022341","ratlady5","Talia","18 
🇺🇦
All proceeds go to Ukraine","false","59","18600","1645987819","2900000","false",,,"","1637342470396934","fypシ","","","451042","ukraine","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7069463847756647722","https://v16-webapp.tiktok.com/1aaaf14bb2de1e7e9d412b6d8c9bc44e/624527da/video/tos/maliva/tos-maliva-ve-0068c799-us/c9bf7520286644ff8dac973a602ab0fc/?a=1988&br=7086&bt=3543&cd=0%7C0%7C1%7C0&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=XOQ9-3E7nz7TheeFzDXq&l=20220330220223010223120016158DE13A&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=anVxbmk6ZnN2OzMzZzczNEApZWg0ZDg5N2Q6N2g1Nzw4N2dwX2JycjRvY2FgLS1kMS9zc2E0Li1hNWE2MTQxMWEzNl86Yw%3D%3D&vl=&vr=",,"Black Swan - Swan Lake","Pyotr Ilyich Tchaikovsky","Black Swan - Swan Lake","false","https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/69a951a9a37045dd8ec9f2e40ac74c43","11500000","ukraine","34.1B","17400","hopefully this won’t be taken down #fypシ #ukraine","11","1024","576","https://www.tiktok.com/@ratlady5/video/7069463847756647722"
"https://p16-sign-sg.tiktokcdn.com/aweme/720x720/tos-alisg-avt-0068/25ac57f60324896ab2c77b09e4dd5c4c.jpeg?x-expires=1648764000&x-signature=SmZ1jmKwMZV%2BIFGLIbuamQsLs98%3D","72800","2400000","112","37200000","6802622695622034437","eliefeghaly7","Elie Feghaly","Elie Feghaly
📍Dubai ❤️
🏠Real Estate
   Follow me on IG 👆🏻","true","935","396000","1613016565","16600000","false",,,"","1669656542220293","eliefeghaly7","","","10648","dubai","","","11946","uae","","","44592596","visitdubai","","","8666","amazing","","","136797","ksa","","","14927","russia","Для большего шанса попасть в #Отобранное и найти мьюзеров из Вашей страны, ставьте под своими видео #Russia, не забывайте!!","","141707","moscow","","","229207","fyp","","","88764338","foryoupage","","","20884","viral","","","18915","abovetheclouds","","","10094","italy","🇮🇹 Bella Italia 🇮🇹","","14116","india","Hi India!!!😘😘😘","","42801","uk","","","9843","usa","","","11946","uae","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6927853379196652802","https://v16-webapp.tiktok.com/0609250edfea4c05f86544fd12efa024/624527dd/video/tos/alisg/tos-alisg-pve-0037c001/179fd00bb1df4e3da1c2265bea7f3c85/?a=1988&br=2206&bt=1103&cd=0%7C0%7C1%7C0&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=XOQ9-3E7nz7ThaeFzDXq&l=20220330220224010223079157178B4A82&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=M3VxazZrdXZkMzMzOjczM0ApNWZnNWk5M2Q3N2Q5PGRoN2dfb2deaWpob2ZgLS1iMTRzc2BfMWAwYGAzMjE2LTQxLTM6Yw%3D%3D&vl=&vr=","@whatsondubai","In The End","Tommee Profitt & Fleurie & Mellen Gi","In The End - Mellen Gi Remix","false","https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/ee731b9e546a4511baa800e4bc456756","136700000","russia","58.1B","502800","@whatsondubai #eliefeghaly7 #dubai #uae #visitdubai #amazing #ksa #russia #moscow #fyp #foryoupage #viral #abovetheclouds #italy #india #uk #usa #uae","14","960","540","https://www.tiktok.com/@eliefeghaly7/video/6927853379196652802"
